PDIV_ID,year,cropwaterDemand_inch,cropwaterDem
36036,2008,12.5,317.5
36231,2008,12.5,317.5
36503,2008,12.5,317.5
36521,2008,12.5,317.5
3750,2008,12.5,317.5
37980,2008,12.5,317.5
39002,2008,12.5,317.5
39310,2008,12.5,317.5
39380,2008,12.5,317.5
39709,2008,12.5,317.5
3989,2008,12.5,317.5
40150,2008,12.5,317.5
40541,2008,12.5,317.5
40752,2008,12.5,317.5
40865,2008,12.5,317.5
40926,2008,12.5,317.5
40952,2008,12.5,317.5
41366,2008,12.5,317.5
41578,2008,12.5,317.5
41645,2008,12.5,317.5
41795,2008,12.5,317.5
41916,2008,12.5,317.5
42310,2008,12.5,317.5
42763,2008,12.5,317.5
42764,2008,12.5,317.5
43000,2008,12.5,317.5
43249,2008,12.5,317.5
43543,2008,12.5,317.5
4368,2008,12.5,317.5
44330,2008,12.5,317.5
44429,2008,12.5,317.5
44475,2008,12.5,317.5
44744,2008,12.5,317.5
4497,2008,12.5,317.5
45467,2008,12.5,317.5
45504,2008,12.5,317.5
45752,2008,12.5,317.5
46318,2008,12.5,317.5
47264,2008,12.5,317.5
47840,2008,12.5,317.5
48285,2008,12.5,317.5
48944,2008,12.5,317.5
49153,2008,12.5,317.5
49189,2008,12.5,317.5
49227,2008,12.5,317.5
49663,2008,12.5,317.5
49667,2008,12.5,317.5
5071,2008,12.5,317.5
51064,2008,12.5,317.5
51517,2008,12.5,317.5
51535,2008,12.5,317.5
5194,2008,12.5,317.5
52418,2008,12.5,317.5
52422,2008,12.5,317.5
52483,2008,12.5,317.5
52928,2008,12.5,317.5
53158,2008,12.5,317.5
5319,2008,12.5,317.5
53200,2008,12.5,317.5
53432,2008,12.5,317.5
53612,2008,12.5,317.5
53892,2008,12.5,317.5
54090,2008,12.5,317.5
54496,2008,12.5,317.5
54509,2008,12.5,317.5
54511,2008,12.5,317.5
5703,2008,12.5,317.5
60602,2008,12.5,317.5
61309,2008,12.5,317.5
62067,2008,12.5,317.5
63744,2008,12.5,317.5
63887,2008,12.5,317.5
643,2008,12.5,317.5
64667,2008,12.5,317.5
64686,2008,12.5,317.5
65508,2008,12.5,317.5
66063,2008,12.5,317.5
66075,2008,12.5,317.5
66250,2008,12.5,317.5
6661,2008,12.5,317.5
66835,2008,12.5,317.5
67421,2008,12.5,317.5
67520,2008,12.5,317.5
67843,2008,12.5,317.5
68666,2008,12.5,317.5
696,2008,12.5,317.5
6976,2008,12.5,317.5
69898,2008,12.5,317.5
70240,2008,12.5,317.5
7093,2008,12.5,317.5
71034,2008,12.5,317.5
73451,2008,12.5,317.5
75374,2008,12.5,317.5
75474,2008,12.5,317.5
76014,2008,12.5,317.5
8021,2008,12.5,317.5
8259,2008,12.5,317.5
8826,2008,12.5,317.5
884,2008,12.5,317.5
8977,2008,12.5,317.5
9235,2008,12.5,317.5
9402,2008,12.5,317.5
947,2008,12.5,317.5
9551,2008,12.5,317.5
9575,2008,12.5,317.5
9747,2008,12.5,317.5
9795,2008,12.5,317.5
9864,2008,12.5,317.5
9910,2008,12.5,317.5
10051,2009,12.5,317.5
10647,2009,12.5,317.5
11169,2009,12.5,317.5
11184,2009,12.5,317.5
1120,2009,12.5,317.5
11474,2009,12.5,317.5
11964,2009,12.5,317.5
12012,2009,12.5,317.5
12183,2009,12.5,317.5
12629,2009,12.5,317.5
12794,2009,12.5,317.5
13404,2009,12.5,317.5
13457,2009,12.5,317.5
13633,2009,12.5,317.5
13783,2009,12.5,317.5
14095,2009,12.5,317.5
14152,2009,12.5,317.5
14156,2009,12.5,317.5
14570,2009,12.5,317.5
14852,2009,12.5,317.5
15131,2009,12.5,317.5
15197,2009,12.5,317.5
15559,2009,12.5,317.5
16434,2009,12.5,317.5
16479,2009,12.5,317.5
16569,2009,12.5,317.5
16914,2009,12.5,317.5
17490,2009,12.5,317.5
17547,2009,12.5,317.5
17890,2009,12.5,317.5
18121,2009,12.5,317.5
18703,2009,12.5,317.5
18793,2009,12.5,317.5
18828,2009,12.5,317.5
19014,2009,12.5,317.5
19601,2009,12.5,317.5
19612,2009,12.5,317.5
20664,2009,12.5,317.5
20840,2009,12.5,317.5
21632,2009,12.5,317.5
21648,2009,12.5,317.5
21738,2009,12.5,317.5
21754,2009,12.5,317.5
22236,2009,12.5,317.5
22426,2009,12.5,317.5
22526,2009,12.5,317.5
22595,2009,12.5,317.5
230,2009,12.5,317.5
23376,2009,12.5,317.5
2358,2009,12.5,317.5
24066,2009,12.5,317.5
24291,2009,12.5,317.5
24573,2009,12.5,317.5
24640,2009,12.5,317.5
24852,2009,12.5,317.5
25757,2009,12.5,317.5
26458,2009,12.5,317.5
26627,2009,12.5,317.5
26658,2009,12.5,317.5
27009,2009,12.5,317.5
27357,2009,12.5,317.5
2754,2009,12.5,317.5
27608,2009,12.5,317.5
28080,2009,12.5,317.5
28527,2009,12.5,317.5
28661,2009,12.5,317.5
28843,2009,12.5,317.5
29223,2009,12.5,317.5
29552,2009,12.5,317.5
29554,2009,12.5,317.5
29572,2009,12.5,317.5
29768,2009,12.5,317.5
29955,2009,12.5,317.5
2996,2009,12.5,317.5
29975,2009,12.5,317.5
30156,2009,12.5,317.5
30390,2009,12.5,317.5
30659,2009,12.5,317.5
3073,2009,12.5,317.5
31099,2009,12.5,317.5
31355,2009,12.5,317.5
31455,2009,12.5,317.5
31565,2009,12.5,317.5
320,2009,12.5,317.5
32097,2009,12.5,317.5
32939,2009,12.5,317.5
33001,2009,12.5,317.5
33202,2009,12.5,317.5
33628,2009,12.5,317.5
33758,2009,12.5,317.5
34238,2009,12.5,317.5
34564,2009,12.5,317.5
34701,2009,12.5,317.5
34755,2009,12.5,317.5
3500,2009,12.5,317.5
35844,2009,12.5,317.5
36036,2009,12.5,317.5
36231,2009,12.5,317.5
36503,2009,12.5,317.5
36521,2009,12.5,317.5
37287,2009,12.5,317.5
3750,2009,12.5,317.5
37980,2009,12.5,317.5
38204,2009,12.5,317.5
38582,2009,12.5,317.5
39002,2009,12.5,317.5
39805,2009,12.5,317.5
3989,2009,12.5,317.5
40150,2009,12.5,317.5
40541,2009,12.5,317.5
40865,2009,12.5,317.5
40926,2009,12.5,317.5
40928,2009,12.5,317.5
40952,2009,12.5,317.5
41366,2009,12.5,317.5
41645,2009,12.5,317.5
41916,2009,12.5,317.5
42763,2009,12.5,317.5
42866,2009,12.5,317.5
42894,2009,12.5,317.5
43000,2009,12.5,317.5
43249,2009,12.5,317.5
43543,2009,12.5,317.5
4368,2009,12.5,317.5
44032,2009,12.5,317.5
44330,2009,12.5,317.5
44429,2009,12.5,317.5
44475,2009,12.5,317.5
44744,2009,12.5,317.5
4497,2009,12.5,317.5
45504,2009,12.5,317.5
45752,2009,12.5,317.5
46318,2009,12.5,317.5
47264,2009,12.5,317.5
47840,2009,12.5,317.5
48285,2009,12.5,317.5
48944,2009,12.5,317.5
49153,2009,12.5,317.5
49189,2009,12.5,317.5
49227,2009,12.5,317.5
49663,2009,12.5,317.5
50382,2009,12.5,317.5
5071,2009,12.5,317.5
51064,2009,12.5,317.5
51517,2009,12.5,317.5
51535,2009,12.5,317.5
5194,2009,12.5,317.5
51992,2009,12.5,317.5
52418,2009,12.5,317.5
52422,2009,12.5,317.5
52770,2009,12.5,317.5
52928,2009,12.5,317.5
53158,2009,12.5,317.5
5319,2009,12.5,317.5
53200,2009,12.5,317.5
53612,2009,12.5,317.5
53892,2009,12.5,317.5
54496,2009,12.5,317.5
54509,2009,12.5,317.5
55017,2009,12.5,317.5
5598,2009,12.5,317.5
5703,2009,12.5,317.5
60602,2009,12.5,317.5
6076,2009,12.5,317.5
61629,2009,12.5,317.5
62067,2009,12.5,317.5
63744,2009,12.5,317.5
63887,2009,12.5,317.5
643,2009,12.5,317.5
6445,2009,12.5,317.5
65508,2009,12.5,317.5
66062,2009,12.5,317.5
66075,2009,12.5,317.5
66184,2009,12.5,317.5
66250,2009,12.5,317.5
6661,2009,12.5,317.5
66835,2009,12.5,317.5
67421,2009,12.5,317.5
67520,2009,12.5,317.5
67843,2009,12.5,317.5
68631,2009,12.5,317.5
68666,2009,12.5,317.5
696,2009,12.5,317.5
6976,2009,12.5,317.5
69898,2009,12.5,317.5
70240,2009,12.5,317.5
7093,2009,12.5,317.5
71034,2009,12.5,317.5
74120,2009,12.5,317.5
75474,2009,12.5,317.5
76014,2009,12.5,317.5
8021,2009,12.5,317.5
8259,2009,12.5,317.5
8812,2009,12.5,317.5
8826,2009,12.5,317.5
884,2009,12.5,317.5
9074,2009,12.5,317.5
915,2009,12.5,317.5
9235,2009,12.5,317.5
9402,2009,12.5,317.5
947,2009,12.5,317.5
9551,2009,12.5,317.5
9575,2009,12.5,317.5
9795,2009,12.5,317.5
9864,2009,12.5,317.5
9910,2009,12.5,317.5
10051,2010,12.5,317.5
10104,2010,12.5,317.5
10175,2010,12.5,317.5
10647,2010,12.5,317.5
11169,2010,12.5,317.5
1120,2010,12.5,317.5
11362,2010,12.5,317.5
11665,2010,12.5,317.5
11964,2010,12.5,317.5
12012,2010,12.5,317.5
12150,2010,12.5,317.5
12183,2010,12.5,317.5
12629,2010,12.5,317.5
13457,2010,12.5,317.5
13633,2010,12.5,317.5
13783,2010,12.5,317.5
14156,2010,12.5,317.5
15131,2010,12.5,317.5
15197,2010,12.5,317.5
15559,2010,12.5,317.5
16434,2010,12.5,317.5
16479,2010,12.5,317.5
16569,2010,12.5,317.5
16914,2010,12.5,317.5
17490,2010,12.5,317.5
17890,2010,12.5,317.5
18121,2010,12.5,317.5
18828,2010,12.5,317.5
19014,2010,12.5,317.5
19095,2010,12.5,317.5
19612,2010,12.5,317.5
20664,2010,12.5,317.5
20840,2010,12.5,317.5
21229,2010,12.5,317.5
21632,2010,12.5,317.5
21648,2010,12.5,317.5
21738,2010,12.5,317.5
21754,2010,12.5,317.5
22236,2010,12.5,317.5
22297,2010,12.5,317.5
22526,2010,12.5,317.5
22578,2010,12.5,317.5
230,2010,12.5,317.5
23376,2010,12.5,317.5
24066,2010,12.5,317.5
24291,2010,12.5,317.5
24640,2010,12.5,317.5
24852,2010,12.5,317.5
25757,2010,12.5,317.5
26458,2010,12.5,317.5
26658,2010,12.5,317.5
27009,2010,12.5,317.5
27246,2010,12.5,317.5
27357,2010,12.5,317.5
2754,2010,12.5,317.5
27608,2010,12.5,317.5
28080,2010,12.5,317.5
28527,2010,12.5,317.5
28661,2010,12.5,317.5
28843,2010,12.5,317.5
29223,2010,12.5,317.5
29250,2010,12.5,317.5
29554,2010,12.5,317.5
29955,2010,12.5,317.5
2996,2010,12.5,317.5
29975,2010,12.5,317.5
30156,2010,12.5,317.5
3073,2010,12.5,317.5
31355,2010,12.5,317.5
31455,2010,12.5,317.5
320,2010,12.5,317.5
32097,2010,12.5,317.5
32939,2010,12.5,317.5
33001,2010,12.5,317.5
33202,2010,12.5,317.5
33758,2010,12.5,317.5
34238,2010,12.5,317.5
34550,2010,12.5,317.5
34755,2010,12.5,317.5
3500,2010,12.5,317.5
36036,2010,12.5,317.5
36231,2010,12.5,317.5
36521,2010,12.5,317.5
37287,2010,12.5,317.5
3750,2010,12.5,317.5
38204,2010,12.5,317.5
38318,2010,12.5,317.5
38432,2010,12.5,317.5
38515,2010,12.5,317.5
38582,2010,12.5,317.5
39002,2010,12.5,317.5
39003,2010,12.5,317.5
39380,2010,12.5,317.5
3989,2010,12.5,317.5
40541,2010,12.5,317.5
40865,2010,12.5,317.5
40926,2010,12.5,317.5
40928,2010,12.5,317.5
40952,2010,12.5,317.5
41164,2010,12.5,317.5
41366,2010,12.5,317.5
41916,2010,12.5,317.5
42310,2010,12.5,317.5
42763,2010,12.5,317.5
42856,2010,12.5,317.5
42866,2010,12.5,317.5
42894,2010,12.5,317.5
43249,2010,12.5,317.5
4368,2010,12.5,317.5
44032,2010,12.5,317.5
44330,2010,12.5,317.5
44429,2010,12.5,317.5
4497,2010,12.5,317.5
45076,2010,12.5,317.5
45504,2010,12.5,317.5
45752,2010,12.5,317.5
46318,2010,12.5,317.5
47840,2010,12.5,317.5
48285,2010,12.5,317.5
48944,2010,12.5,317.5
49189,2010,12.5,317.5
49227,2010,12.5,317.5
49663,2010,12.5,317.5
50382,2010,12.5,317.5
5071,2010,12.5,317.5
51064,2010,12.5,317.5
51535,2010,12.5,317.5
5194,2010,12.5,317.5
52418,2010,12.5,317.5
52422,2010,12.5,317.5
52473,2010,12.5,317.5
52770,2010,12.5,317.5
52928,2010,12.5,317.5
53158,2010,12.5,317.5
5319,2010,12.5,317.5
53200,2010,12.5,317.5
53432,2010,12.5,317.5
53612,2010,12.5,317.5
54496,2010,12.5,317.5
54509,2010,12.5,317.5
55017,2010,12.5,317.5
60602,2010,12.5,317.5
6076,2010,12.5,317.5
61629,2010,12.5,317.5
62067,2010,12.5,317.5
63744,2010,12.5,317.5
63887,2010,12.5,317.5
643,2010,12.5,317.5
65226,2010,12.5,317.5
65385,2010,12.5,317.5
65508,2010,12.5,317.5
66062,2010,12.5,317.5
66075,2010,12.5,317.5
66184,2010,12.5,317.5
66250,2010,12.5,317.5
6661,2010,12.5,317.5
66835,2010,12.5,317.5
67421,2010,12.5,317.5
67520,2010,12.5,317.5
67843,2010,12.5,317.5
68631,2010,12.5,317.5
696,2010,12.5,317.5
6976,2010,12.5,317.5
69898,2010,12.5,317.5
70240,2010,12.5,317.5
7093,2010,12.5,317.5
73451,2010,12.5,317.5
74120,2010,12.5,317.5
76014,2010,12.5,317.5
8021,2010,12.5,317.5
8212,2010,12.5,317.5
8259,2010,12.5,317.5
8812,2010,12.5,317.5
8826,2010,12.5,317.5
8861,2010,12.5,317.5
8977,2010,12.5,317.5
9074,2010,12.5,317.5
915,2010,12.5,317.5
9402,2010,12.5,317.5
947,2010,12.5,317.5
9551,2010,12.5,317.5
9575,2010,12.5,317.5
9795,2010,12.5,317.5
9864,2010,12.5,317.5
10051,2011,12.5,317.5
10175,2011,12.5,317.5
10647,2011,12.5,317.5
11169,2011,12.5,317.5
1120,2011,12.5,317.5
11665,2011,12.5,317.5
12012,2011,12.5,317.5
12150,2011,12.5,317.5
12183,2011,12.5,317.5
13633,2011,12.5,317.5
13783,2011,12.5,317.5
14156,2011,12.5,317.5
14570,2011,12.5,317.5
15131,2011,12.5,317.5
15197,2011,12.5,317.5
15559,2011,12.5,317.5
16479,2011,12.5,317.5
16569,2011,12.5,317.5
16914,2011,12.5,317.5
17301,2011,12.5,317.5
17490,2011,12.5,317.5
18121,2011,12.5,317.5
18703,2011,12.5,317.5
19014,2011,12.5,317.5
20664,2011,12.5,317.5
20840,2011,12.5,317.5
21632,2011,12.5,317.5
21648,2011,12.5,317.5
21738,2011,12.5,317.5
22297,2011,12.5,317.5
22363,2011,12.5,317.5
22426,2011,12.5,317.5
22526,2011,12.5,317.5
22578,2011,12.5,317.5
230,2011,12.5,317.5
23186,2011,12.5,317.5
23376,2011,12.5,317.5
23924,2011,12.5,317.5
24066,2011,12.5,317.5
24291,2011,12.5,317.5
24624,2011,12.5,317.5
24640,2011,12.5,317.5
24852,2011,12.5,317.5
25757,2011,12.5,317.5
2642,2011,12.5,317.5
26458,2011,12.5,317.5
27009,2011,12.5,317.5
27357,2011,12.5,317.5
27508,2011,12.5,317.5
2754,2011,12.5,317.5
28080,2011,12.5,317.5
28527,2011,12.5,317.5
28661,2011,12.5,317.5
28843,2011,12.5,317.5
29223,2011,12.5,317.5
29250,2011,12.5,317.5
29554,2011,12.5,317.5
29572,2011,12.5,317.5
29768,2011,12.5,317.5
29955,2011,12.5,317.5
2996,2011,12.5,317.5
29975,2011,12.5,317.5
30156,2011,12.5,317.5
30659,2011,12.5,317.5
30914,2011,12.5,317.5
31355,2011,12.5,317.5
31455,2011,12.5,317.5
32097,2011,12.5,317.5
33202,2011,12.5,317.5
33758,2011,12.5,317.5
34226,2011,12.5,317.5
34238,2011,12.5,317.5
34244,2011,12.5,317.5
34755,2011,12.5,317.5
3500,2011,12.5,317.5
35583,2011,12.5,317.5
35844,2011,12.5,317.5
36036,2011,12.5,317.5
36122,2011,12.5,317.5
36231,2011,12.5,317.5
36269,2011,12.5,317.5
36521,2011,12.5,317.5
37287,2011,12.5,317.5
3750,2011,12.5,317.5
38204,2011,12.5,317.5
39002,2011,12.5,317.5
3989,2011,12.5,317.5
40150,2011,12.5,317.5
40865,2011,12.5,317.5
40926,2011,12.5,317.5
40928,2011,12.5,317.5
41366,2011,12.5,317.5
41916,2011,12.5,317.5
42310,2011,12.5,317.5
42763,2011,12.5,317.5
42866,2011,12.5,317.5
42894,2011,12.5,317.5
43000,2011,12.5,317.5
43543,2011,12.5,317.5
4368,2011,12.5,317.5
44429,2011,12.5,317.5
44921,2011,12.5,317.5
4497,2011,12.5,317.5
45076,2011,12.5,317.5
45383,2011,12.5,317.5
45504,2011,12.5,317.5
46318,2011,12.5,317.5
47840,2011,12.5,317.5
48285,2011,12.5,317.5
48944,2011,12.5,317.5
49153,2011,12.5,317.5
49189,2011,12.5,317.5
49227,2011,12.5,317.5
49663,2011,12.5,317.5
49667,2011,12.5,317.5
49890,2011,12.5,317.5
50319,2011,12.5,317.5
50382,2011,12.5,317.5
51064,2011,12.5,317.5
51535,2011,12.5,317.5
5194,2011,12.5,317.5
52418,2011,12.5,317.5
52483,2011,12.5,317.5
52770,2011,12.5,317.5
52928,2011,12.5,317.5
53158,2011,12.5,317.5
5319,2011,12.5,317.5
53200,2011,12.5,317.5
53432,2011,12.5,317.5
53612,2011,12.5,317.5
54496,2011,12.5,317.5
5900,2011,12.5,317.5
60602,2011,12.5,317.5
60810,2011,12.5,317.5
61629,2011,12.5,317.5
62067,2011,12.5,317.5
6352,2011,12.5,317.5
63887,2011,12.5,317.5
643,2011,12.5,317.5
65385,2011,12.5,317.5
65508,2011,12.5,317.5
66074,2011,12.5,317.5
66075,2011,12.5,317.5
66184,2011,12.5,317.5
66250,2011,12.5,317.5
6661,2011,12.5,317.5
66835,2011,12.5,317.5
67421,2011,12.5,317.5
67520,2011,12.5,317.5
67843,2011,12.5,317.5
68631,2011,12.5,317.5
68666,2011,12.5,317.5
696,2011,12.5,317.5
6976,2011,12.5,317.5
69765,2011,12.5,317.5
69898,2011,12.5,317.5
70240,2011,12.5,317.5
71472,2011,12.5,317.5
74120,2011,12.5,317.5
75374,2011,12.5,317.5
76014,2011,12.5,317.5
78510,2011,12.5,317.5
78600,2011,12.5,317.5
8007,2011,12.5,317.5
8212,2011,12.5,317.5
8826,2011,12.5,317.5
8977,2011,12.5,317.5
9074,2011,12.5,317.5
915,2011,12.5,317.5
9178,2011,12.5,317.5
9402,2011,12.5,317.5
947,2011,12.5,317.5
9551,2011,12.5,317.5
9575,2011,12.5,317.5
9795,2011,12.5,317.5
9864,2011,12.5,317.5
10051,2012,12.5,317.5
10175,2012,12.5,317.5
11169,2012,12.5,317.5
1120,2012,12.5,317.5
11474,2012,12.5,317.5
12012,2012,12.5,317.5
12183,2012,12.5,317.5
12629,2012,12.5,317.5
13640,2012,12.5,317.5
14570,2012,12.5,317.5
14852,2012,12.5,317.5
15131,2012,12.5,317.5
15559,2012,12.5,317.5
15571,2012,12.5,317.5
15783,2012,12.5,317.5
16276,2012,12.5,317.5
16914,2012,12.5,317.5
17301,2012,12.5,317.5
17490,2012,12.5,317.5
17992,2012,12.5,317.5
18121,2012,12.5,317.5
18176,2012,12.5,317.5
18703,2012,12.5,317.5
19096,2012,12.5,317.5
19516,2012,12.5,317.5
19612,2012,12.5,317.5
20664,2012,12.5,317.5
20840,2012,12.5,317.5
21034,2012,12.5,317.5
21632,2012,12.5,317.5
21738,2012,12.5,317.5
22004,2012,12.5,317.5
22297,2012,12.5,317.5
22426,2012,12.5,317.5
22526,2012,12.5,317.5
22578,2012,12.5,317.5
230,2012,12.5,317.5
23186,2012,12.5,317.5
23707,2012,12.5,317.5
23736,2012,12.5,317.5
23924,2012,12.5,317.5
24291,2012,12.5,317.5
24354,2012,12.5,317.5
24640,2012,12.5,317.5
24852,2012,12.5,317.5
254,2012,12.5,317.5
25757,2012,12.5,317.5
26124,2012,12.5,317.5
2642,2012,12.5,317.5
26627,2012,12.5,317.5
26658,2012,12.5,317.5
27009,2012,12.5,317.5
27357,2012,12.5,317.5
2754,2012,12.5,317.5
27629,2012,12.5,317.5
28527,2012,12.5,317.5
28661,2012,12.5,317.5
28843,2012,12.5,317.5
29250,2012,12.5,317.5
29554,2012,12.5,317.5
29572,2012,12.5,317.5
29768,2012,12.5,317.5
29955,2012,12.5,317.5
2996,2012,12.5,317.5
30914,2012,12.5,317.5
31455,2012,12.5,317.5
32097,2012,12.5,317.5
33758,2012,12.5,317.5
34238,2012,12.5,317.5
34564,2012,12.5,317.5
34755,2012,12.5,317.5
3500,2012,12.5,317.5
35134,2012,12.5,317.5
35583,2012,12.5,317.5
35776,2012,12.5,317.5
35844,2012,12.5,317.5
36036,2012,12.5,317.5
36122,2012,12.5,317.5
36231,2012,12.5,317.5
36269,2012,12.5,317.5
36521,2012,12.5,317.5
37287,2012,12.5,317.5
3750,2012,12.5,317.5
38582,2012,12.5,317.5
39002,2012,12.5,317.5
39003,2012,12.5,317.5
39257,2012,12.5,317.5
39310,2012,12.5,317.5
39380,2012,12.5,317.5
40087,2012,12.5,317.5
40150,2012,12.5,317.5
40865,2012,12.5,317.5
40926,2012,12.5,317.5
40928,2012,12.5,317.5
41916,2012,12.5,317.5
42345,2012,12.5,317.5
42763,2012,12.5,317.5
42866,2012,12.5,317.5
42894,2012,12.5,317.5
43000,2012,12.5,317.5
43249,2012,12.5,317.5
43543,2012,12.5,317.5
4368,2012,12.5,317.5
43984,2012,12.5,317.5
44429,2012,12.5,317.5
44570,2012,12.5,317.5
44921,2012,12.5,317.5
4497,2012,12.5,317.5
4507,2012,12.5,317.5
45076,2012,12.5,317.5
45504,2012,12.5,317.5
46318,2012,12.5,317.5
47264,2012,12.5,317.5
4754,2012,12.5,317.5
47840,2012,12.5,317.5
48285,2012,12.5,317.5
48944,2012,12.5,317.5
49189,2012,12.5,317.5
49227,2012,12.5,317.5
49663,2012,12.5,317.5
49667,2012,12.5,317.5
50319,2012,12.5,317.5
50817,2012,12.5,317.5
5194,2012,12.5,317.5
52418,2012,12.5,317.5
52483,2012,12.5,317.5
52770,2012,12.5,317.5
52928,2012,12.5,317.5
53140,2012,12.5,317.5
53158,2012,12.5,317.5
5319,2012,12.5,317.5
53200,2012,12.5,317.5
53432,2012,12.5,317.5
53612,2012,12.5,317.5
53892,2012,12.5,317.5
54496,2012,12.5,317.5
5900,2012,12.5,317.5
60602,2012,12.5,317.5
61629,2012,12.5,317.5
6352,2012,12.5,317.5
63887,2012,12.5,317.5
643,2012,12.5,317.5
65385,2012,12.5,317.5
65508,2012,12.5,317.5
6661,2012,12.5,317.5
67520,2012,12.5,317.5
67843,2012,12.5,317.5
68320,2012,12.5,317.5
68631,2012,12.5,317.5
68666,2012,12.5,317.5
696,2012,12.5,317.5
69898,2012,12.5,317.5
74120,2012,12.5,317.5
75374,2012,12.5,317.5
7733,2012,12.5,317.5
78510,2012,12.5,317.5
80058,2012,12.5,317.5
80805,2012,12.5,317.5
8212,2012,12.5,317.5
8812,2012,12.5,317.5
8826,2012,12.5,317.5
884,2012,12.5,317.5
8977,2012,12.5,317.5
905,2012,12.5,317.5
9074,2012,12.5,317.5
915,2012,12.5,317.5
9178,2012,12.5,317.5
9235,2012,12.5,317.5
9402,2012,12.5,317.5
947,2012,12.5,317.5
9575,2012,12.5,317.5
9795,2012,12.5,317.5
9864,2012,12.5,317.5
10051,2013,12.5,317.5
10175,2013,12.5,317.5
10186,2013,12.5,317.5
11169,2013,12.5,317.5
1120,2013,12.5,317.5
11362,2013,12.5,317.5
11474,2013,12.5,317.5
12012,2013,12.5,317.5
12183,2013,12.5,317.5
12629,2013,12.5,317.5
14464,2013,12.5,317.5
14570,2013,12.5,317.5
14852,2013,12.5,317.5
15131,2013,12.5,317.5
15197,2013,12.5,317.5
15559,2013,12.5,317.5
15571,2013,12.5,317.5
15783,2013,12.5,317.5
16276,2013,12.5,317.5
16479,2013,12.5,317.5
16914,2013,12.5,317.5
17301,2013,12.5,317.5
17490,2013,12.5,317.5
18121,2013,12.5,317.5
18176,2013,12.5,317.5
18828,2013,12.5,317.5
19516,2013,12.5,317.5
19612,2013,12.5,317.5
20664,2013,12.5,317.5
21034,2013,12.5,317.5
21229,2013,12.5,317.5
21632,2013,12.5,317.5
21648,2013,12.5,317.5
21738,2013,12.5,317.5
22004,2013,12.5,317.5
22297,2013,12.5,317.5
22426,2013,12.5,317.5
22526,2013,12.5,317.5
22578,2013,12.5,317.5
230,2013,12.5,317.5
23186,2013,12.5,317.5
23511,2013,12.5,317.5
23707,2013,12.5,317.5
23736,2013,12.5,317.5
24291,2013,12.5,317.5
24354,2013,12.5,317.5
24573,2013,12.5,317.5
24852,2013,12.5,317.5
254,2013,12.5,317.5
25757,2013,12.5,317.5
26124,2013,12.5,317.5
26627,2013,12.5,317.5
26692,2013,12.5,317.5
27009,2013,12.5,317.5
27357,2013,12.5,317.5
2754,2013,12.5,317.5
